"Plot Title: Chamber 6A"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10561442, SEN S/N: 10561442)","RH, % (LGR S/N: 10561442, SEN S/N: 10561442)","DewPt, °C (LGR S/N: 10561442, SEN S/N: 10561442)","End Of File (LGR S/N: 10561442, SEN S/N: 10561442)"
49,08/19/14 09:00:00 PM,21.895,61.329,14.138,
50,08/19/14 09:05:00 PM,21.895,61.603,14.207,
51,08/19/14 09:10:00 PM,21.895,61.481,14.176,
52,08/19/14 09:15:00 PM,21.895,61.694,14.230,
53,08/19/14 09:20:00 PM,21.895,61.329,14.138,
54,08/19/14 09:25:00 PM,21.895,61.451,14.169,
55,08/19/14 09:30:00 PM,21.895,61.390,14.153,
56,08/19/14 09:35:00 PM,21.895,61.329,14.138,
57,08/19/14 09:40:00 PM,21.895,61.633,14.214,
58,08/19/14 09:45:00 PM,21.895,61.451,14.169,
59,08/19/14 09:50:00 PM,21.895,61.572,14.199,
60,08/19/14 09:55:00 PM,21.919,61.728,14.261,
61,08/19/14 10:00:00 PM,21.919,61.789,14.276,
62,08/19/14 10:05:00 PM,21.919,61.576,14.223,
63,08/19/14 10:10:00 PM,21.895,61.663,14.222,
64,08/19/14 10:15:00 PM,21.895,61.694,14.230,
65,08/19/14 10:20:00 PM,21.895,61.481,14.176,
66,08/19/14 10:25:00 PM,21.895,61.420,14.161,
67,08/19/14 10:30:00 PM,21.895,61.481,14.176,
68,08/19/14 10:35:00 PM,21.895,61.603,14.207,
69,08/19/14 10:40:00 PM,21.895,61.694,14.230,
70,08/19/14 10:45:00 PM,21.895,61.603,14.207,
71,08/19/14 10:50:00 PM,21.895,61.572,14.199,
72,08/19/14 10:55:00 PM,21.919,61.607,14.230,
73,08/19/14 11:00:00 PM,21.895,61.481,14.176,
74,08/19/14 11:05:00 PM,21.895,61.512,14.184,
75,08/19/14 11:10:00 PM,21.895,61.572,14.199,
76,08/19/14 11:15:00 PM,21.895,61.329,14.138,
77,08/19/14 11:20:00 PM,21.895,61.451,14.169,
78,08/19/14 11:25:00 PM,21.895,61.451,14.169,
79,08/19/14 11:30:00 PM,21.895,61.512,14.184,
80,08/19/14 11:35:00 PM,21.895,61.572,14.199,
81,08/19/14 11:40:00 PM,21.919,61.515,14.207,
82,08/19/14 11:45:00 PM,21.895,61.542,14.191,
83,08/19/14 11:50:00 PM,21.895,61.937,14.290,
84,08/19/14 11:55:00 PM,21.895,61.663,14.222,
85,08/20/14 12:00:00 AM,21.895,61.663,14.222,
86,08/20/14 12:05:00 AM,21.895,61.512,14.184,
87,08/20/14 12:10:00 AM,21.895,61.299,14.130,
88,08/20/14 12:15:00 AM,21.895,61.420,14.161,
89,08/20/14 12:20:00 AM,21.895,61.329,14.138,
90,08/20/14 12:25:00 AM,21.895,61.512,14.184,
91,08/20/14 12:30:00 AM,21.895,61.481,14.176,
92,08/20/14 12:35:00 AM,21.895,61.512,14.184,
93,08/20/14 12:40:00 AM,21.919,61.485,14.200,
94,08/20/14 12:45:00 AM,21.919,61.424,14.184,
95,08/20/14 12:50:00 AM,21.919,61.637,14.238,
96,08/20/14 12:55:00 AM,21.919,61.546,14.215,
97,08/20/14 01:00:00 AM,21.919,61.607,14.230,
98,08/20/14 01:05:00 AM,21.895,61.390,14.153,
99,08/20/14 01:10:00 AM,21.895,61.177,14.100,
100,08/20/14 01:15:00 AM,21.895,61.512,14.184,
101,08/20/14 01:20:00 AM,21.895,61.663,14.222,
102,08/20/14 01:25:00 AM,21.919,61.758,14.268,
103,08/20/14 01:30:00 AM,21.919,61.576,14.223,
104,08/20/14 01:35:00 AM,21.919,61.455,14.192,
105,08/20/14 01:40:00 AM,21.919,62.062,14.344,
106,08/20/14 01:45:00 AM,21.919,61.424,14.184,
107,08/20/14 01:50:00 AM,21.895,61.299,14.130,
108,08/20/14 01:55:00 AM,21.871,61.234,14.091,
109,08/20/14 02:00:00 AM,21.895,61.208,14.107,
110,08/20/14 02:05:00 AM,21.895,61.360,14.146,
111,08/20/14 02:10:00 AM,21.919,61.394,14.177,
112,08/20/14 02:15:00 AM,21.919,61.515,14.207,
113,08/20/14 02:20:00 AM,21.919,61.880,14.299,
114,08/20/14 02:25:00 AM,21.919,61.637,14.238,
115,08/20/14 02:30:00 AM,21.895,61.785,14.252,
116,08/20/14 02:35:00 AM,21.895,61.755,14.245,
117,08/20/14 02:40:00 AM,21.895,61.451,14.169,
118,08/20/14 02:45:00 AM,21.895,61.420,14.161,
119,08/20/14 02:50:00 AM,21.895,61.572,14.199,
120,08/20/14 02:55:00 AM,21.895,61.603,14.207,
121,08/20/14 03:00:00 AM,21.895,61.663,14.222,
122,08/20/14 03:05:00 AM,21.895,61.724,14.237,
123,08/20/14 03:10:00 AM,21.895,61.815,14.260,
124,08/20/14 03:15:00 AM,21.895,61.633,14.214,
125,08/20/14 03:20:00 AM,21.895,61.724,14.237,
126,08/20/14 03:25:00 AM,21.871,61.629,14.191,
127,08/20/14 03:30:00 AM,21.895,61.481,14.176,
128,08/20/14 03:35:00 AM,21.895,61.663,14.222,
129,08/20/14 03:40:00 AM,21.895,61.633,14.214,
130,08/20/14 03:45:00 AM,21.895,61.481,14.176,
131,08/20/14 03:50:00 AM,21.895,61.785,14.252,
132,08/20/14 03:55:00 AM,21.895,61.542,14.191,
133,08/20/14 04:00:00 AM,21.895,61.542,14.191,
134,08/20/14 04:05:00 AM,21.871,61.508,14.160,
135,08/20/14 04:10:00 AM,21.895,61.542,14.191,
136,08/20/14 04:15:00 AM,21.895,61.663,14.222,
137,08/20/14 04:20:00 AM,21.895,61.542,14.191,
138,08/20/14 04:25:00 AM,21.895,61.724,14.237,
139,08/20/14 04:30:00 AM,21.919,61.758,14.268,
140,08/20/14 04:35:00 AM,21.895,61.512,14.184,
141,08/20/14 04:40:00 AM,21.895,61.967,14.298,
142,08/20/14 04:45:00 AM,21.895,61.633,14.214,
143,08/20/14 04:50:00 AM,21.895,61.481,14.176,
144,08/20/14 04:55:00 AM,21.895,61.542,14.191,
145,08/20/14 05:00:00 AM,21.895,61.633,14.214,
146,08/20/14 05:05:00 AM,21.895,61.572,14.199,
147,08/20/14 05:10:00 AM,21.895,61.603,14.207,
148,08/20/14 05:15:00 AM,21.895,61.603,14.207,
149,08/20/14 05:20:00 AM,21.895,61.633,14.214,
150,08/20/14 05:25:00 AM,21.895,61.512,14.184,
151,08/20/14 05:30:00 AM,21.871,61.599,14.183,
152,08/20/14 05:35:00 AM,21.871,61.538,14.168,
153,08/20/14 05:40:00 AM,21.895,61.633,14.214,
154,08/20/14 05:45:00 AM,21.895,61.603,14.207,
155,08/20/14 05:50:00 AM,21.871,61.902,14.259,
156,08/20/14 05:55:00 AM,21.895,61.724,14.237,
157,08/20/14 06:00:00 AM,21.895,61.663,14.222,
158,08/20/14 06:05:00 AM,21.895,61.815,14.260,
159,08/20/14 06:10:00 AM,21.871,61.720,14.214,
160,08/20/14 06:15:00 AM,21.871,61.811,14.236,
161,08/20/14 06:20:00 AM,21.871,61.751,14.221,
162,08/20/14 06:25:00 AM,21.871,61.660,14.198,
163,08/20/14 06:30:00 AM,21.895,61.603,14.207,
164,08/20/14 06:35:00 AM,21.919,61.728,14.261,
165,08/20/14 06:40:00 AM,21.895,61.785,14.252,
166,08/20/14 06:45:00 AM,21.895,61.724,14.237,
167,08/20/14 06:50:00 AM,21.895,62.179,14.351,
168,08/20/14 06:55:00 AM,21.871,61.234,14.091,
169,08/20/14 07:00:00 AM,21.871,61.660,14.198,
170,08/20/14 07:05:00 AM,21.871,61.417,14.137,
171,08/20/14 07:10:00 AM,21.895,61.755,14.245,
172,08/20/14 07:15:00 AM,21.895,61.451,14.169,
173,08/20/14 07:20:00 AM,21.895,61.390,14.153,
174,08/20/14 07:25:00 AM,21.895,61.663,14.222,
175,08/20/14 07:30:00 AM,21.895,61.633,14.214,
176,08/20/14 07:35:00 AM,21.895,61.815,14.260,
177,08/20/14 07:40:00 AM,21.895,61.906,14.283,
178,08/20/14 07:45:00 AM,21.895,62.179,14.351,
179,08/20/14 07:50:00 AM,21.895,61.694,14.230,
180,08/20/14 07:55:00 AM,21.895,61.633,14.214,
181,08/20/14 08:00:00 AM,21.895,61.542,14.191,
182,08/20/14 08:05:00 AM,21.895,61.512,14.184,
183,08/20/14 08:10:00 AM,21.895,61.512,14.184,
184,08/20/14 08:15:00 AM,21.895,61.603,14.207,
185,08/20/14 08:20:00 AM,21.895,61.633,14.214,
186,08/20/14 08:25:00 AM,21.895,61.755,14.245,
187,08/20/14 08:30:00 AM,21.895,61.906,14.283,
188,08/20/14 08:35:00 AM,22.397,58.750,13.947,
189,08/20/14 08:40:00 AM,22.254,59.525,14.014,
190,08/20/14 08:45:00 AM,22.110,60.267,14.071,
191,08/20/14 08:50:00 AM,22.015,60.801,14.117,
192,08/20/14 08:55:00 AM,21.919,61.394,14.177,
193,08/20/14 09:00:00 AM,21.799,61.618,14.120,
194,08/20/14 09:05:00 AM,21.799,61.618,14.120,
195,08/20/14 09:10:00 AM,21.752,61.640,14.081,
196,08/20/14 09:15:00 AM,21.799,61.618,14.120,
197,08/20/14 09:20:00 AM,21.799,61.618,14.120,
198,08/20/14 09:25:00 AM,21.799,61.648,14.128,
199,08/20/14 09:30:00 AM,21.823,61.652,14.151,
200,08/20/14 09:35:00 AM,21.799,61.496,14.090,
201,08/20/14 09:40:00 AM,21.776,61.583,14.089,
202,08/20/14 09:45:00 AM,21.799,61.435,14.075,
203,08/20/14 09:50:00 AM,21.776,61.735,14.127,
204,08/20/14 09:55:00 AM,21.823,61.470,14.106,
205,08/20/14 10:00:00 AM,21.823,61.652,14.151,
206,08/20/14 10:05:00 AM,21.823,61.621,14.144,
207,08/20/14 10:10:00 AM,21.776,61.705,14.120,
208,08/20/14 10:15:00 AM,21.799,61.678,14.136,
209,08/20/14 10:20:00 AM,21.799,61.678,14.136,
210,08/20/14 10:25:00 AM,21.799,61.466,14.082,
211,08/20/14 10:30:00 AM,21.799,61.618,14.120,
212,08/20/14 10:35:00 AM,21.799,61.739,14.151,
213,08/20/14 10:40:00 AM,21.823,61.621,14.144,
214,08/20/14 10:45:00 AM,21.823,61.682,14.159,
215,08/20/14 10:50:00 AM,21.799,61.800,14.166,
216,08/20/14 10:55:00 AM,21.823,61.743,14.174,
217,08/20/14 11:00:00 AM,21.823,61.621,14.144,
218,08/20/14 11:05:00 AM,21.799,61.769,14.158,
219,08/20/14 11:10:00 AM,21.823,61.470,14.106,
220,08/20/14 11:15:00 AM,21.847,61.017,14.014,
221,08/20/14 11:20:00 AM,21.823,61.500,14.113,
222,08/20/14 11:25:00 AM,21.823,61.470,14.106,
223,08/20/14 11:30:00 AM,21.847,61.565,14.152,
224,08/20/14 11:35:00 AM,21.799,61.769,14.158,
225,08/20/14 11:40:00 AM,21.799,61.769,14.158,
226,08/20/14 11:45:00 AM,21.823,61.621,14.144,
227,08/20/14 11:50:00 AM,21.823,61.470,14.106,
228,08/20/14 11:55:00 AM,21.776,61.644,14.104,
229,08/20/14 12:00:00 PM,21.776,61.371,14.036,
230,08/20/14 12:05:00 PM,21.776,61.462,14.059,
231,08/20/14 12:10:00 PM,21.799,61.648,14.128,
232,08/20/14 12:15:00 PM,21.847,61.747,14.198,
233,08/20/14 12:20:00 PM,21.799,61.526,14.097,
234,08/20/14 12:25:00 PM,21.823,61.682,14.159,
235,08/20/14 12:30:00 PM,21.823,61.621,14.144,
236,08/20/14 12:35:00 PM,21.799,61.709,14.143,
237,08/20/14 12:40:00 PM,21.799,61.709,14.143,
238,08/20/14 12:45:00 PM,21.799,61.587,14.113,
239,08/20/14 12:50:00 PM,21.823,61.439,14.098,
240,08/20/14 12:55:00 PM,21.823,61.712,14.167,
241,08/20/14 01:00:00 PM,21.823,61.652,14.151,
242,08/20/14 01:05:00 PM,21.823,61.561,14.129,
243,08/20/14 01:10:00 PM,21.823,61.591,14.136,
244,08/20/14 01:15:00 PM,21.799,61.526,14.097,
245,08/20/14 01:20:00 PM,21.823,61.621,14.144,
246,08/20/14 01:25:00 PM,21.799,61.557,14.105,
247,08/20/14 01:30:00 PM,21.799,61.557,14.105,
248,08/20/14 01:35:00 PM,21.799,61.496,14.090,
249,08/20/14 01:40:00 PM,21.823,61.591,14.136,
250,08/20/14 01:45:00 PM,21.823,61.652,14.151,
251,08/20/14 01:50:00 PM,21.823,61.712,14.167,
252,08/20/14 01:55:00 PM,21.847,61.686,14.183,
253,08/20/14 02:00:00 PM,21.799,61.526,14.097,
254,08/20/14 02:05:00 PM,21.776,61.735,14.127,
255,08/20/14 02:10:00 PM,21.799,61.739,14.151,
256,08/20/14 02:15:00 PM,21.799,61.496,14.090,
257,08/20/14 02:20:00 PM,21.823,61.591,14.136,
258,08/20/14 02:25:00 PM,21.823,61.318,14.067,
259,08/20/14 02:30:00 PM,21.847,61.656,14.175,
260,08/20/14 02:35:00 PM,21.799,61.496,14.090,
261,08/20/14 02:40:00 PM,21.799,61.618,14.120,
262,08/20/14 02:45:00 PM,21.799,61.739,14.151,
263,08/20/14 02:50:00 PM,21.776,61.674,14.112,
264,08/20/14 02:55:00 PM,21.823,61.439,14.098,
265,08/20/14 03:00:00 PM,21.847,61.625,14.167,
266,08/20/14 03:05:00 PM,21.847,61.838,14.221,
267,08/20/14 03:10:00 PM,21.871,62.024,14.289,
268,08/20/14 03:15:00 PM,21.847,61.716,14.190,
269,08/20/14 03:20:00 PM,21.871,61.811,14.236,
270,08/20/14 03:25:00 PM,21.847,61.443,14.122,
271,08/20/14 03:30:00 PM,21.823,61.105,14.014,
272,08/20/14 03:35:00 PM,21.799,60.918,13.944,
273,08/20/14 03:40:00 PM,21.823,60.861,13.952,
274,08/20/14 03:45:00 PM,21.823,61.226,14.044,
275,08/20/14 03:50:00 PM,21.823,61.470,14.106,
276,08/20/14 03:55:00 PM,21.823,61.682,14.159,
277,08/20/14 04:00:00 PM,21.847,61.565,14.152,
278,08/20/14 04:05:00 PM,21.823,61.712,14.167,
279,08/20/14 04:10:00 PM,21.823,61.773,14.182,
280,08/20/14 04:15:00 PM,21.823,61.530,14.121,
281,08/20/14 04:20:00 PM,21.847,61.656,14.175,
282,08/20/14 04:25:00 PM,21.847,61.382,14.106,
283,08/20/14 04:30:00 PM,21.823,61.652,14.151,
284,08/20/14 04:35:00 PM,21.489,63.953,14.402,
285,08/20/14 04:40:00 PM,21.393,61.885,13.804,
286,08/20/14 04:45:00 PM,21.513,61.267,13.762,
287,08/20/14 04:50:00 PM,21.776,60.427,13.797,
288,08/20/14 04:55:00 PM,22.039,59.614,13.835,
289,08/20/14 05:00:00 PM,22.158,58.897,13.761,
290,08/20/14 05:05:00 PM,22.110,58.706,13.666,
291,08/20/14 05:10:00 PM,22.039,58.695,13.596,
292,08/20/14 05:15:00 PM,21.943,58.496,13.454,
293,08/20/14 05:20:00 PM,21.823,59.121,13.505,
294,08/20/14 05:25:00 PM,21.776,59.267,13.498,
295,08/20/14 05:30:00 PM,21.799,59.332,13.538,
296,08/20/14 05:35:00 PM,21.823,59.702,13.656,
297,08/20/14 05:40:00 PM,21.871,60.046,13.789,
298,08/20/14 05:45:00 PM,21.919,60.389,13.922,
299,08/20/14 05:50:00 PM,21.943,60.759,14.039,
300,08/20/14 05:55:00 PM,21.943,61.276,14.170,
301,08/20/14 06:00:00 PM,21.943,61.489,14.223,
302,08/20/14 06:05:00 PM,21.943,61.671,14.269,
303,08/20/14 06:10:00 PM,21.943,61.702,14.277,
304,08/20/14 06:15:00 PM,21.943,61.884,14.322,
305,08/20/14 06:20:00 PM,21.919,61.698,14.253,
306,08/20/14 06:25:00 PM,21.919,61.607,14.230,
307,08/20/14 06:30:00 PM,21.919,61.698,14.253,
308,08/20/14 06:35:00 PM,21.919,61.637,14.238,
309,08/20/14 06:40:00 PM,21.919,61.607,14.230,
310,08/20/14 06:45:00 PM,21.919,61.607,14.230,
311,08/20/14 06:50:00 PM,21.919,61.607,14.230,
312,08/20/14 06:55:00 PM,21.919,61.849,14.291,
313,08/20/14 07:00:00 PM,21.919,61.607,14.230,
314,08/20/14 07:05:00 PM,21.919,61.728,14.261,
315,08/20/14 07:10:00 PM,21.919,61.789,14.276,
316,08/20/14 07:15:00 PM,21.919,61.546,14.215,
317,08/20/14 07:20:00 PM,21.919,61.758,14.268,
318,08/20/14 07:25:00 PM,21.919,61.637,14.238,
319,08/20/14 07:30:00 PM,21.919,61.637,14.238,
320,08/20/14 07:35:00 PM,21.919,61.637,14.238,
321,08/20/14 07:40:00 PM,21.919,61.849,14.291,
322,08/20/14 07:45:00 PM,21.895,61.755,14.245,
323,08/20/14 07:50:00 PM,21.919,61.637,14.238,
324,08/20/14 07:55:00 PM,21.895,61.846,14.268,
325,08/20/14 08:00:00 PM,21.895,61.785,14.252,
326,08/20/14 08:05:00 PM,21.919,61.819,14.283,
327,08/20/14 08:10:00 PM,21.895,61.663,14.222,
328,08/20/14 08:15:00 PM,21.919,61.728,14.261,
329,08/20/14 08:20:00 PM,21.895,61.451,14.169,
330,08/20/14 08:25:00 PM,21.895,61.663,14.222,
331,08/20/14 08:30:00 PM,21.895,61.633,14.214,
332,08/20/14 08:35:00 PM,21.895,61.785,14.252,
333,08/20/14 08:40:00 PM,21.895,61.724,14.237,
334,08/20/14 08:45:00 PM,21.919,61.698,14.253,
335,08/20/14 08:50:00 PM,21.919,61.758,14.268,
336,08/20/14 08:55:00 PM,21.919,61.789,14.276,
337,08/20/14 09:00:00 PM,21.919,61.789,14.276,
338,08/20/14 09:05:00 PM,21.919,61.728,14.261,
339,08/20/14 09:10:00 PM,21.919,61.728,14.261,
340,08/20/14 09:15:00 PM,21.895,61.694,14.230,
341,08/20/14 09:20:00 PM,21.895,61.572,14.199,
342,08/20/14 09:25:00 PM,21.895,61.694,14.230,
343,08/20/14 09:30:00 PM,21.895,61.633,14.214,
344,08/20/14 09:35:00 PM,21.895,61.694,14.230,
345,08/20/14 09:40:00 PM,21.895,61.997,14.305,
346,08/20/14 09:45:00 PM,21.895,61.876,14.275,
347,08/20/14 09:50:00 PM,21.895,61.785,14.252,
348,08/20/14 09:55:00 PM,21.895,61.603,14.207,
349,08/20/14 10:00:00 PM,21.895,61.663,14.222,
350,08/20/14 10:05:00 PM,21.895,61.724,14.237,
351,08/20/14 10:10:00 PM,21.919,61.698,14.253,
352,08/20/14 10:15:00 PM,21.895,61.755,14.245,
353,08/20/14 10:20:00 PM,21.919,61.880,14.299,
354,08/20/14 10:25:00 PM,21.895,61.785,14.252,
355,08/20/14 10:30:00 PM,21.895,61.906,14.283,
356,08/20/14 10:35:00 PM,21.895,61.724,14.237,
357,08/20/14 10:40:00 PM,21.895,61.603,14.207,
358,08/20/14 10:45:00 PM,21.895,61.542,14.191,
359,08/20/14 10:50:00 PM,21.895,61.542,14.191,
360,08/20/14 10:55:00 PM,21.895,61.846,14.268,
361,08/20/14 11:00:00 PM,21.895,61.876,14.275,
362,08/20/14 11:05:00 PM,21.895,61.906,14.283,
363,08/20/14 11:10:00 PM,21.895,61.906,14.283,
364,08/20/14 11:15:00 PM,21.919,61.667,14.245,
365,08/20/14 11:20:00 PM,21.895,61.694,14.230,
366,08/20/14 11:25:00 PM,21.871,61.690,14.206,
367,08/20/14 11:30:00 PM,21.895,61.663,14.222,
368,08/20/14 11:35:00 PM,21.895,61.633,14.214,
369,08/20/14 11:40:00 PM,21.895,61.937,14.290,
370,08/20/14 11:45:00 PM,21.895,61.815,14.260,
371,08/20/14 11:50:00 PM,21.895,61.694,14.230,
372,08/20/14 11:55:00 PM,21.895,61.724,14.237,
373,08/21/14 12:00:00 AM,21.871,61.963,14.274,
374,08/21/14 12:05:00 AM,21.871,61.811,14.236,
375,08/21/14 12:10:00 AM,21.895,61.815,14.260,
376,08/21/14 12:15:00 AM,21.895,61.724,14.237,
377,08/21/14 12:20:00 AM,21.895,61.724,14.237,
378,08/21/14 12:25:00 AM,21.919,61.880,14.299,
379,08/21/14 12:30:00 AM,21.895,61.755,14.245,
380,08/21/14 12:35:00 AM,21.895,61.755,14.245,
381,08/21/14 12:40:00 AM,21.895,61.815,14.260,
382,08/21/14 12:45:00 AM,21.895,61.785,14.252,
383,08/21/14 12:50:00 AM,21.895,61.876,14.275,
384,08/21/14 12:55:00 AM,21.895,61.997,14.305,
385,08/21/14 01:00:00 AM,21.895,61.876,14.275,
386,08/21/14 01:05:00 AM,21.919,61.607,14.230,
387,08/21/14 01:10:00 AM,21.895,61.451,14.169,
388,08/21/14 01:15:00 AM,21.895,61.512,14.184,
389,08/21/14 01:20:00 AM,21.895,61.360,14.146,
390,08/21/14 01:25:00 AM,21.895,61.572,14.199,
391,08/21/14 01:30:00 AM,21.895,61.785,14.252,
392,08/21/14 01:35:00 AM,21.895,61.785,14.252,
393,08/21/14 01:40:00 AM,21.895,61.876,14.275,
394,08/21/14 01:45:00 AM,21.919,61.819,14.283,
395,08/21/14 01:50:00 AM,21.895,61.785,14.252,
396,08/21/14 01:55:00 AM,21.919,62.062,14.344,
397,08/21/14 02:00:00 AM,21.895,61.815,14.260,
398,08/21/14 02:05:00 AM,21.895,61.785,14.252,
399,08/21/14 02:10:00 AM,21.895,61.420,14.161,
400,08/21/14 02:15:00 AM,21.895,61.603,14.207,
401,08/21/14 02:20:00 AM,21.895,61.846,14.268,
402,08/21/14 02:25:00 AM,21.895,61.633,14.214,
403,08/21/14 02:30:00 AM,21.895,61.906,14.283,
404,08/21/14 02:35:00 AM,21.919,61.667,14.245,
405,08/21/14 02:40:00 AM,21.895,61.876,14.275,
406,08/21/14 02:45:00 AM,21.895,61.815,14.260,
407,08/21/14 02:50:00 AM,21.895,61.906,14.283,
408,08/21/14 02:55:00 AM,21.895,61.815,14.260,
409,08/21/14 03:00:00 AM,21.895,61.724,14.237,
410,08/21/14 03:05:00 AM,21.895,62.028,14.313,
411,08/21/14 03:10:00 AM,21.919,61.819,14.283,
412,08/21/14 03:15:00 AM,21.919,61.698,14.253,
413,08/21/14 03:20:00 AM,21.895,61.694,14.230,
414,08/21/14 03:25:00 AM,21.895,61.785,14.252,
415,08/21/14 03:30:00 AM,21.895,61.906,14.283,
416,08/21/14 03:35:00 AM,21.895,61.815,14.260,
417,08/21/14 03:40:00 AM,21.895,61.785,14.252,
418,08/21/14 03:45:00 AM,21.895,61.785,14.252,
419,08/21/14 03:50:00 AM,21.895,62.028,14.313,
420,08/21/14 03:55:00 AM,21.895,61.937,14.290,
421,08/21/14 04:00:00 AM,21.895,61.846,14.268,
422,08/21/14 04:05:00 AM,21.895,61.785,14.252,
423,08/21/14 04:10:00 AM,21.895,61.846,14.268,
424,08/21/14 04:15:00 AM,21.895,61.785,14.252,
425,08/21/14 04:20:00 AM,21.895,61.815,14.260,
426,08/21/14 04:25:00 AM,21.871,61.902,14.259,
427,08/21/14 04:30:00 AM,21.871,61.720,14.214,
428,08/21/14 04:35:00 AM,21.871,61.751,14.221,
429,08/21/14 04:40:00 AM,21.895,61.724,14.237,
430,08/21/14 04:45:00 AM,21.895,61.906,14.283,
431,08/21/14 04:50:00 AM,21.895,62.028,14.313,
432,08/21/14 04:55:00 AM,21.895,61.876,14.275,
433,08/21/14 05:00:00 AM,21.895,61.724,14.237,
434,08/21/14 05:05:00 AM,21.895,61.785,14.252,
435,08/21/14 05:10:00 AM,21.895,61.785,14.252,
436,08/21/14 05:15:00 AM,21.871,61.568,14.176,
437,08/21/14 05:20:00 AM,21.895,61.724,14.237,
438,08/21/14 05:25:00 AM,21.895,61.876,14.275,
439,08/21/14 05:30:00 AM,21.895,61.755,14.245,
440,08/21/14 05:35:00 AM,21.895,61.906,14.283,
441,08/21/14 05:40:00 AM,21.895,61.724,14.237,
442,08/21/14 05:45:00 AM,21.895,61.815,14.260,
443,08/21/14 05:50:00 AM,21.895,61.846,14.268,
444,08/21/14 05:55:00 AM,21.895,61.785,14.252,
445,08/21/14 06:00:00 AM,21.895,61.846,14.268,
446,08/21/14 06:05:00 AM,21.895,61.997,14.305,
447,08/21/14 06:10:00 AM,21.871,61.963,14.274,
448,08/21/14 06:15:00 AM,21.895,61.815,14.260,
449,08/21/14 06:20:00 AM,21.895,61.663,14.222,
450,08/21/14 06:25:00 AM,21.871,61.751,14.221,
451,08/21/14 06:30:00 AM,21.871,61.872,14.252,
452,08/21/14 06:35:00 AM,21.871,61.811,14.236,
453,08/21/14 06:40:00 AM,21.871,61.751,14.221,
454,08/21/14 06:45:00 AM,21.895,61.876,14.275,
455,08/21/14 06:50:00 AM,21.895,61.937,14.290,
456,08/21/14 06:55:00 AM,21.895,61.846,14.268,
